"COTS Surveillance Id","Tow time","Vessel","Voyage","Reef label","Reef name","Start lat","Start long","End lat","End long","Distance (m)","Average speed (km/h)","COTS observed","Feeding scars","Hard coral","Soft coral","Dead coral","Created on","Created by","Updated on","Updated by"
107550,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2560036,146.4773281,-17.256141,146.4791373,210.3,6.37,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107598,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1255068,145.6893997,-16.1253193,145.6908629,193.8,5.87,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107551,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2561079,146.479208,-17.2543198,146.4789929,208.2,6.3,0,"a","1-","1+","0",20/09/2022,"SPICERA",,
107599,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1252192,145.6908692,-16.1254363,145.6919712,206.4,6.3,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107552,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2543008,146.4789909,-17.2525636,146.4780887,221.2,6.7,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107553,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2525343,146.4780826,-17.2512281,146.4768293,205.9,6.23,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107600,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1255211,145.6919731,-16.1264145,145.6928599,199.3,6.01,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107601,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1265692,145.6929295,-16.127554,145.6942759,201.5,6.16,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107554,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2511984,146.4768192,-17.2500739,146.47530899999998,208,6.3,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107602,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1275317,145.6943073,-16.1271304,145.6957184,202.9,6.16,0,"a","1-","1-","0",20/09/2022,"SPICERA",02/11/2022,"MATTHEWSS"
107555,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2500136,146.4752637,-17.2483268,146.474896,205,6.19,0,"a","1+","2-","0",20/09/2022,"SPICERA",,
107603,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1271074,145.6957325,-16.126234,145.6971804,200.7,6.08,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107556,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2482716,146.4749087,-17.2469722,146.4756227,201.1,6.08,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107604,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1261669,145.6973195,-16.1259873,145.6988829,197.8,5.98,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107557,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2468626,146.4756367,-17.2454857,146.4751649,192.6,5.83,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107558,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2453986,146.475265,-17.2438954,146.4758288,211.9,6.41,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107605,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.125897,145.6989402,-16.1251068,145.7003277,195.9,5.98,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107606,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.125038,145.7003876,-16.1240258,145.7018649,202.7,6.12,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107559,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2437555,146.475952,-17.2421591,146.4763939,206,6.23,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107607,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1240602,145.7019132,-16.1246796,145.7036279,201.4,6.08,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107560,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2420977,146.4763931,-17.240524100000002,146.4766743,194,5.87,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107608,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1246976,145.7036874,-16.1251789,145.7054693,204,6.16,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107561,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2404473,146.4767163,-17.238719,146.4767083,206.1,6.23,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107609,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1252213,145.705522,-16.1259003,145.7072087,201.8,6.12,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107562,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2386578,146.4767585,-17.2371246,146.4766768,186.2,5.65,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107610,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1259607,145.7073036,-16.1257756,145.7089737,201.7,6.08,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107611,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1257672,145.7089973,-16.125937999999998,145.7107627,203,6.16,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107563,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2369992,146.4767274,-17.2353193,146.4771407,197.2,5.98,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107564,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2352743,146.4771583,-17.2336244,146.4778432,211.2,6.37,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107612,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1259037,145.710828,-16.1251544,145.7124255,202.3,6.12,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107565,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2335923,146.4778497,-17.2318679,146.4783525,211.1,6.37,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107613,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1251395,145.7124398,-16.1239913,145.7138098,208.1,6.3,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107566,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2318279,146.4783542,-17.2301577,146.4786343,209.3,6.34,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107614,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1239237,145.7138914,-16.1234798,145.7156347,200.8,6.08,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107567,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2300526,146.4787153,-17.2286145,146.4782723,219.1,6.62,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107615,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1234395,145.7156627,-16.1233264,145.7172247,188.7,5.72,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107616,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1234021,145.7173259,-16.1236847,145.7182064,205.7,6.23,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107617,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.123647,145.718299,-16.12397,145.7200465,202.8,6.12,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107618,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1239116,145.7201116,-16.123399,145.7217487,201.4,6.08,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107619,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1233659,145.7217741,-16.1236865,145.7234,191.2,5.8,0,"a","1-","1-","0",20/09/2022,"SPICERA",02/11/2022,"MATTHEWSS"
107620,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1237451,145.723476,-16.1253687,145.7235657,200.6,6.08,0,"a","1-","0","0",20/09/2022,"SPICERA",,
107621,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1254075,145.7235119,-16.1258558,145.722001,203.6,6.16,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107622,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1257564,145.7218759,-16.1263832,145.720718,197.4,5.98,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107568,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2234994,146.5134627,-17.2224222,146.5144911,209,6.3,0,"a","2-","2-","0",20/09/2022,"SPICERA",,
107569,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2223962,146.5145763,-17.2211562,146.5156064,192,5.8,0,"a","2-","2-","0",20/09/2022,"SPICERA",,
107570,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.221037,146.5156468,-17.2194959,146.5161271,200.3,6.12,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107571,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.219431999999998,146.51617,-17.2178475,146.5171149,209.1,6.3,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107623,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1265096,145.7207232,-16.1277819,145.7198012,193.9,5.87,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107572,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2178156,146.5171395,-17.2160332,146.5175732,213.8,6.48,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107624,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1278775,145.7197007,-16.1291501,145.720211,188.5,5.69,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107625,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1292378,145.7202458,-16.1298994,145.7218258,193.1,5.83,0,"a","1-","1+","0",20/09/2022,"SPICERA",,
107573,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2160088,146.5176079,-17.2143487,146.5178972,204.9,6.19,0,"a","2-","2-","0",20/09/2022,"SPICERA",,
107574,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2143034,146.517916,-17.2128487,146.5171996,192.2,5.83,0,"a","2+","2-","0",20/09/2022,"SPICERA",,
107626,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1298795,145.7218832,-16.1304397,145.7234451,193.2,5.83,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107575,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2127642,146.5171902,-17.2113991,146.5165187,202.6,6.12,0,"a","2+","1+","0",20/09/2022,"SPICERA",,
107627,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1304795,145.7235502,-16.1297203,145.7248077,202.1,6.12,0,"a","1-","1+","0",20/09/2022,"SPICERA",,
107576,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2113161,146.516425,-17.2099406,146.5155267,200.5,6.08,0,"a","2+","1+","0",20/09/2022,"SPICERA",,
107628,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1297035,145.7248446,-16.1291639,145.7264934,194.5,5.87,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107577,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2098506,146.5155473,-17.208192999999998,146.5147339,214.5,6.48,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107629,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1291633,145.7265752,-16.1294295,145.7282237,193.3,5.83,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107578,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2081855,146.5147352,-17.207062999999998,146.5138577,205.8,6.23,0,"a","2+","1-","0",20/09/2022,"SPICERA",,
107630,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1294465,145.7283206,-16.1296681,145.7300532,196.8,5.94,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107631,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1296884,145.730143,-16.1292395,145.7314378,197.4,5.98,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107632,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.129186999999998,145.7315177,-16.1290097,145.7332581,198.2,6.01,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107579,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2065731,146.5123209,-17.2079855,146.5123681,177.3,5.4,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107580,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2080544,146.512358,-17.2092395,146.5137012,201.9,6.12,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107633,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1290645,145.7333764,-16.129513,145.7349505,188.1,5.69,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107581,20/09/2022,"Hero","232","17-014","Hedley Reef (17-014)",-17.2092442,146.513714,-17.2107782,146.514493,199.2,6.01,0,"a","2+","1+","0",20/09/2022,"SPICERA",,
107634,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1295878,145.7350323,-16.1294473,145.7367349,191.7,5.83,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107635,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.129406,145.7368962,-16.1289467,145.7384562,185.4,5.65,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107636,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1289154,145.7385955,-16.128156099999998,145.7397808,186.6,5.65,0,"a","1-","1+","0",20/09/2022,"SPICERA",,
107637,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1280885,145.7398124,-16.1273481,145.7410937,189.7,5.72,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107638,20/09/2022,"Venus","144","16-020a","Undine Reef (West) (16-020a)",-16.1273236,145.7412567,-16.1259538,145.7424573,201,6.08,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107639,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1218946,145.756654,-16.1203361,145.7564906,201.7,6.08,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107640,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1203069,145.7564508,-16.1189799,145.7557771,194.6,5.9,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107641,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1188896,145.7558392,-16.1175636,145.7567948,191.8,5.8,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107642,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1173729,145.7567571,-16.1162408,145.7559802,191.8,5.8,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107643,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1162052,145.7560555,-16.1156937,145.7578031,199.5,6.05,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107644,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1156197,145.7578645,-16.1146405,145.7593842,199.2,6.01,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107645,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1145892,145.7594744,-16.1134206,145.7608305,201.6,6.08,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107646,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1133346,145.7609042,-16.112443,145.7622512,195.5,5.9,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107647,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1124137,145.7623527,-16.1120811,145.7637286,195.3,5.9,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107648,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.112164,145.7637828,-16.1125448,145.7647877,197,5.98,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107649,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1126188,145.7647179,-16.1133462,145.7660087,199.1,6.01,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107650,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1133117,145.7661662,-16.1140081,145.7674939,203.4,6.16,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107651,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1139668,145.7675831,-16.1147274,145.7688548,192.7,5.83,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107652,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1147939,145.7688941,-16.1162148,145.7696607,195.7,5.9,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107653,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1162433,145.7697424,-16.1161703,145.7716667,212.1,6.41,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107654,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1161563,145.7716868,-16.1163215,145.7733419,201.8,6.12,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107655,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1162613,145.7734621,-16.1168712,145.7745559,195.3,5.9,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107656,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1169563,145.7744802,-16.1174346,145.7731372,206.8,6.26,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107657,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1174615,145.7730151,-16.1178844,145.7717674,185.9,5.62,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107658,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1179693,145.7717276,-16.1191387,145.7705953,198,5.98,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107659,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.119232999999998,145.7706318,-16.1202187,145.7699485,195.6,5.9,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107660,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1201796,145.7698477,-16.1208471,145.7683394,194.4,5.87,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107661,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1209073,145.7682747,-16.122418,145.7679156,182,5.51,0,"a","1+","1+","0",20/09/2022,"SPICERA",,
107662,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1224929,145.767909,-16.123945,145.7680694,170.6,5.15,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107663,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1240369,145.7680462,-16.1254957,145.7685079,197.6,5.98,0,"a","2-","1+","0",20/09/2022,"SPICERA",,
107664,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1255691,145.7684657,-16.1269055,145.7673666,195.9,5.94,0,"a","1+","2-","0",20/09/2022,"SPICERA",,
107665,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1269654,145.7673352,-16.1277206,145.7660874,197.4,5.98,0,"a","2+","2-","0",20/09/2022,"SPICERA",,
107666,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1277847,145.7659772,-16.1286321,145.7644669,194.1,5.87,0,"a","2+","2-","0",20/09/2022,"SPICERA",,
107667,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1286504,145.7643418,-16.1284048,145.762599,193.3,5.83,0,"a","2+","2-","0",20/09/2022,"SPICERA",,
107668,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.128261,145.7624573,-16.1269536,145.7615925,195.7,5.9,0,"a","2+","1-","0",20/09/2022,"SPICERA",,
107669,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1269088,145.7614689,-16.1269416,145.7600705,188.3,5.69,0,"a","3+","1-","0",20/09/2022,"SPICERA",,
107670,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1270578,145.7600775,-16.1263612,145.7598187,184.2,5.58,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107671,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1261577,145.7597968,-16.125441,145.7583525,194.5,5.87,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107672,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1253945,145.7582467,-16.1243185,145.7569063,203,6.16,0,"a","2-","1-","0",20/09/2022,"SPICERA",,
107673,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1241969,145.7568673,-16.1225571,145.7573824,209.9,6.41,0,"p","1-","1-","0",20/09/2022,"SPICERA",,
107674,20/09/2022,"Venus","144","16-020b","Undine Reef (East) (16-020b)",-16.1223459,145.7574292,-16.1209007,145.7572242,195.6,5.9,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107675,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1179438,145.8056347,-16.1188512,145.8070391,194.8,5.9,0,"a","3-","1-","0",20/09/2022,"SPICERA",,
107676,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1189027,145.8070919,-16.1203114,145.8076732,201.4,6.08,0,"a","1+","1-","0",20/09/2022,"SPICERA",,
107677,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1203578,145.8077768,-16.1221144,145.8082232,205.4,6.23,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107678,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1222136,145.8082768,-16.123593,145.8086715,185.8,5.65,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107679,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1236019,145.8086835,-16.1248401,145.8090228,207.4,6.23,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107680,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1249339,145.8089888,-16.1266465,145.8084627,201.8,6.12,0,"a","1-","1-","0",20/09/2022,"SPICERA",,
107681,20/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.1267149,145.8084,-16.1277433,145.8072844,195.1,5.9,0,"a","1+","1-","0",20/09/2022,"SPICERA",07/11/2022,"SCHULTZD"
107959,21/09/2022,"Blue Planet Marine Voyages","92","21-551","U/N Reef (21-551)",-21.9520055,152.0258939,-21.9514482,152.0275674,212,6.48,0,"p","2-","1-","1-",27/09/2022,"PARKERR",,
107682,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0877336,145.8512803,-16.0861673,145.8505864,195.3,5.9,0,"a","1-","1-","0",21/09/2022,"SPICERA",,
107683,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0860873,145.8505305,-16.084685999999998,145.8494546,194.7,5.9,0,"a","1-","1-","0",21/09/2022,"SPICERA",,
107684,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0846057,145.8493851,-16.0830818,145.8483893,200.6,6.08,0,"a","1-","1+","0",21/09/2022,"SPICERA",,
107685,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0829978,145.8483283,-16.0815604,145.84724,199.8,6.05,0,"a","1-","1+","0",21/09/2022,"SPICERA",,
107686,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0814847,145.8471318,-16.0809438,145.8456129,190.6,5.76,0,"a","1+","1+","0",21/09/2022,"SPICERA",,
107687,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0808605,145.8456084,-16.0792622,145.8448898,196.5,5.94,0,"a","2-","1-","0",21/09/2022,"SPICERA",,
107688,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0791658,145.8448304,-16.0775412,145.844249,198.7,6.01,0,"a","2-","1+","0",21/09/2022,"SPICERA",,
107689,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0774006,145.8442289,-16.0757561,145.8436175,206.8,6.26,0,"a","2-","1+","0",21/09/2022,"SPICERA",,
107963,21/09/2022,"Blue Planet Marine Voyages","92","21-551","U/N Reef (21-551)",-21.9517698,152.0377469,-21.9528781,152.0389399,217,6.55,0,"a","1+","1-","0",27/09/2022,"PARKERR",,
107690,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0756642,145.8436035,-16.0740394,145.8435818,195.4,5.9,0,"a","2+","1+","0",21/09/2022,"SPICERA",,
107691,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0738654,145.8434566,-16.0728299,145.8434585,191.4,5.8,0,"a","2+","2-","0",21/09/2022,"SPICERA",,
107692,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0727998,145.8435655,-16.0717481,145.8442731,189.9,5.76,0,"a","1+","1+","0",21/09/2022,"SPICERA",,
107693,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0716873,145.8443543,-16.0719926,145.8457717,174,5.26,0,"a","3-","2-","0",21/09/2022,"SPICERA",,
107694,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0720295,145.8458995,-16.0728748,145.8473858,190.6,5.76,0,"a","3+","2-","0",21/09/2022,"SPICERA",,
107695,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.072702,145.8471594,-16.0734351,145.8487188,190.7,5.76,0,"a","1-","2+","0",21/09/2022,"SPICERA",,
107966,21/09/2022,"Blue Planet Marine Voyages","92","21-551","U/N Reef (21-551)",-21.9482205,152.0497617,-21.9476061,152.0514547,190.8,5.76,0,"p","3-","1-","1-",27/09/2022,"PARKERR",,
107696,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0734705,145.8488998,-16.0745432,145.850338,201.4,6.08,0,"a","3+","2+","0",21/09/2022,"SPICERA",,
107697,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.074611,145.8504707,-16.0755826,145.8519916,197.5,5.98,0,"a","3+","3-","0",21/09/2022,"SPICERA",07/11/2022,"SCHULTZD"
107968,21/09/2022,"Blue Planet Marine Voyages","92","21-551","U/N Reef (21-551)",-21.9475274,152.0516752,-21.9477922,152.053638,210.3,6.37,0,"p","3-","1-","1-",27/09/2022,"PARKERR",,
107698,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0756218,145.8521125,-16.0766353,145.8536999,206.1,6.23,0,"a","2+","2+","0",21/09/2022,"SPICERA",,
107699,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0766554,145.8537915,-16.0777514,145.8553223,207.9,6.3,0,"a","3+","2+","0",21/09/2022,"SPICERA",07/11/2022,"SCHULTZD"
107700,21/09/2022,"Venus","144","16-019","St Crispin Reef (16-019)",-16.0777655,145.8554631,-16.0790814,145.8567651,204.7,6.19,0,"a","3-","2+","0",21/09/2022,"SPICERA",,
